test,year,school,county,city,math,reading,writing,english,science,total
SAT,2015,Cayuga H S,Anderson County,Kilgore,475,471,452,NA,NA,946
SAT,2015,Elkhart H S,Anderson County,Kilgore,487,456,454,NA,NA,943
SAT,2015,Frankston H S,Anderson County,Kilgore,427,418,395,NA,NA,845
SAT,2015,Neches H S,Anderson County,Kilgore,540,567,513,NA,NA,1107
SAT,2015,Palestine H S,Anderson County,Kilgore,455,440,416,NA,NA,895
SAT,2015,Westwood H S,Anderson County,Kilgore,465,442,426,NA,NA,907
SAT,2015,Slocum H S,Anderson County,Kilgore,503,545,558,NA,NA,1048
SAT,2015,Andrews H S,Andrews County,Midland,491,486,454,NA,NA,977
SAT,2015,Pineywoods Community Academy H S,Angelina County,Kilgore,493,491,449,NA,NA,984
SAT,2015,Hudson H S,Angelina County,Kilgore,514,479,454,NA,NA,994
SAT,2015,Lufkin H S,Angelina County,Kilgore,490,462,449,NA,NA,952
SAT,2015,Huntington H S,Angelina County,Kilgore,483,470,456,NA,NA,953
SAT,2015,Diboll H S,Angelina County,Kilgore,447,433,407,NA,NA,880
SAT,2015,Zavalla H S,Angelina County,Kilgore,473,472,438,NA,NA,945
SAT,2015,Central H S,Angelina County,Kilgore,499,486,461,NA,NA,985
SAT,2015,Rockport-Fulton H S,Aransas County,Corpus Christi,483,463,430,NA,NA,946
SAT,2015,Archer City H S,Archer County,Wichita Falls,504,508,483,NA,NA,1012
SAT,2015,Holliday H S,Archer County,Wichita Falls,534,506,515,NA,NA,1039
SAT,2015,Windthorst H S,Archer County,Wichita Falls,511,489,455,NA,NA,1e3
SAT,2015,Claude H S,Armstrong County,Amarillo,475,470,440,NA,NA,945
SAT,2015,Charlotte H S,Atascosa County,San Antonio,411,412,388,NA,NA,823
SAT,2015,Jourdanton H S,Atascosa County,San Antonio,473,478,472,NA,NA,952
SAT,2015,Lytle H S,Atascosa County,San Antonio,446,448,415,NA,NA,894
SAT,2015,Pleasanton H S,Atascosa County,San Antonio,463,451,427,NA,NA,915
SAT,2015,Poteet H S,Atascosa County,San Antonio,456,441,436,NA,NA,896
SAT,2015,Bellville H S,Austin County,Huntsville,525,497,477,NA,NA,1022
SAT,2015,Sealy H S,Austin County,Huntsville,499,484,453,NA,NA,983
SAT,2015,Brazos H S,Austin County,Huntsville,462,430,407,NA,NA,893
SAT,2015,Muleshoe H S,Bailey County,Lubbock,491,489,463,NA,NA,980
SAT,2015,Medina School,Bandera County,San Antonio,509,535,488,NA,NA,1044
SAT,2015,Bandera H S,Bandera County,San Antonio,527,499,480,NA,NA,1026
SAT,2015,Bastrop H S,Bastrop County,Austin,461,454,437,NA,NA,915
SAT,2015,Cedar Creek H S,Bastrop County,Austin,476,464,436,NA,NA,940
SAT,2015,Elgin H S,Bastrop County,Austin,448,451,432,NA,NA,900
SAT,2015,Smithville H S,Bastrop County,Austin,496,464,452,NA,NA,960
SAT,2015,Seymour H S,Baylor County,Wichita Falls,NA,NA,NA,NA,NA,NA
SAT,2015,A C Jones H S,Bee County,Corpus Christi,458,465,452,NA,NA,923
SAT,2015,Pettus Secondary,Bee County,Corpus Christi,474,429,407,NA,NA,903
SAT,2015,Skidmore-Tynan H S,Bee County,Corpus Christi,478,505,482,NA,NA,983
SAT,2015,Richard Milburn Academy Odessa,Bell County,Waco,460,497,467,NA,NA,957
SAT,2015,Richard Milburn Academy Lubbock,Bell County,Waco,457,493,460,NA,NA,950
SAT,2015,Richard Milburn Academy Houston (S,Bell County,Waco,411,430,416,NA,NA,841
SAT,2015,Richard Milburn Academy Fort Worth,Bell County,Waco,NA,NA,NA,NA,NA,NA
SAT,2015,Richard Milburn Academy Corpus Chr,Bell County,Waco,396,413,396,NA,NA,809
SAT,2015,Richard Milburn Academy Amarillo,Bell County,Waco,NA,NA,NA,NA,NA,NA
SAT,2015,Priority Charter Schools-Temple Ch,Bell County,Waco,495,485,468,NA,NA,980
SAT,2015,Gateway H S,Bell County,Waco,503,526,473,NA,NA,1029
SAT,2015,Gateway College Preparatory School,Bell County,Waco,491,492,468,NA,NA,983
SAT,2015,Academy H S,Bell County,Waco,538,512,500,NA,NA,1050
SAT,2015,Bartlett Schools,Bell County,Austin,NA,NA,NA,NA,NA,NA
SAT,2015,Belton H S,Bell County,Waco,496,495,469,NA,NA,992
SAT,2015,Belton New Tech H S At Waskow,Bell County,Waco,479,491,446,NA,NA,970
SAT,2015,Holland H S,Bell County,Waco,506,462,465,NA,NA,968
SAT,2015,Killeen H S,Bell County,Waco,466,467,439,NA,NA,933
SAT,2015,C E Ellison H S,Bell County,Waco,471,473,450,NA,NA,943
SAT,2015,Killeen Isd Career Center,Bell County,Waco,NA,NA,NA,NA,NA,NA
SAT,2015,Pathways Academic Campus,Bell County,Waco,454,498,478,NA,NA,952
SAT,2015,Harker Heights H S,Bell County,Waco,488,492,463,NA,NA,980
SAT,2015,Robert M Shoemaker H S,Bell County,Waco,443,441,413,NA,NA,884
SAT,2015,Rogers H S,Bell County,Waco,494,498,460,NA,NA,992
SAT,2015,Salado H S,Bell County,Waco,507,512,490,NA,NA,1019
SAT,2015,Temple H S,Bell County,Waco,490,480,456,NA,NA,971
SAT,2015,Fred W Edwards Academy Aec,Bell County,Waco,NA,NA,NA,NA,NA,NA
SAT,2015,Troy H S,Bell County,Waco,473,463,463,NA,NA,936
SAT,2015,Por Vida Academy Charter H S,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,Corpus Christi College Prep H S,Bexar County,San Antonio,497,443,440,NA,NA,940
SAT,2015,George Gervin Academy,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,Higgs Carter King Gifted & Talente,Bexar County,San Antonio,295,360,230,NA,NA,655
SAT,2015,Rick Hawkins H S,Bexar County,San Antonio,384,350,360,NA,NA,734
SAT,2015,Milton B Lee Academy Of Science &,Bexar County,San Antonio,443,393,376,NA,NA,835
SAT,2015,Southwest Preparatory School,Bexar County,San Antonio,467,477,469,NA,NA,944
SAT,2015,Southwest Preparatory Southeast Ca,Bexar County,San Antonio,455,440,390,NA,NA,895
SAT,2015,Southwest Preparatory School-North,Bexar County,San Antonio,443,455,423,NA,NA,898
SAT,2015,New Directions,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,Radiance Academy Of Learning (Del,Bexar County,San Antonio,444,486,430,NA,NA,930
SAT,2015,Academy Of Careers And Technologie,Bexar County,San Antonio,428,445,400,NA,NA,873
SAT,2015,West Columbia Charter Sch,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,San Antonio School For Inquiry & C,Bexar County,San Antonio,485,445,395,NA,NA,930
SAT,2015,Athlos Leadership Academy,Bexar County,San Antonio,385,393,360,NA,NA,778
SAT,2015,Alpha Academy,Bexar County,San Antonio,445,410,405,NA,NA,855
SAT,2015,Kipp University Prep H S,Bexar County,San Antonio,441,430,409,NA,NA,871
SAT,2015,School Of Science And Technology,Bexar County,San Antonio,521,519,457,NA,NA,1040
SAT,2015,Harmony Science Acad (San Antonio),Bexar County,San Antonio,509,492,473,NA,NA,1e3
SAT,2015,Harmony Science Academy - Laredo,Bexar County,San Antonio,510,488,483,NA,NA,997
SAT,2015,Harmony Science Academy - Brownsvi,Bexar County,San Antonio,453,441,452,NA,NA,893
SAT,2015,Brooks Academy Of Science And Engi,Bexar County,San Antonio,469,461,453,NA,NA,930
SAT,2015,School Of Science And Technology C,Bexar County,San Antonio,532,473,475,NA,NA,1005
SAT,2015,City Center Health Careers,Bexar County,San Antonio,390,338,303,NA,NA,728
SAT,2015,Henry Ford Academy Alameda School,Bexar County,San Antonio,400,440,405,NA,NA,840
SAT,2015,Alamo Heights H S,Bexar County,San Antonio,554,546,528,NA,NA,1100
SAT,2015,Harlandale H S,Bexar County,San Antonio,409,368,362,NA,NA,777
SAT,2015,McCollum H S,Bexar County,San Antonio,397,367,366,NA,NA,764
SAT,2015,Frank M Tejeda Academy,Bexar County,San Antonio,302,295,304,NA,NA,598
SAT,2015,John F Kennedy H S,Bexar County,San Antonio,399,398,379,NA,NA,797
SAT,2015,Memorial H S,Bexar County,San Antonio,407,390,375,NA,NA,797
SAT,2015,Randolph H S,Bexar County,San Antonio,515,524,499,NA,NA,1038
SAT,2015,Brackenridge H S,Bexar County,San Antonio,415,396,383,NA,NA,810
SAT,2015,Burbank H S,Bexar County,San Antonio,414,391,376,NA,NA,805
SAT,2015,Edison H S,Bexar County,San Antonio,404,397,382,NA,NA,801
SAT,2015,Fox Technical H S,Bexar County,San Antonio,420,418,401,NA,NA,838
SAT,2015,Highlands H S,Bexar County,San Antonio,407,390,378,NA,NA,797
SAT,2015,Houston H S,Bexar County,San Antonio,385,374,356,NA,NA,759
SAT,2015,Jefferson H S,Bexar County,San Antonio,398,398,383,NA,NA,796
SAT,2015,Lanier H S,Bexar County,San Antonio,372,373,353,NA,NA,745
SAT,2015,Navarro Academy,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,Travis Early College H S,Bexar County,San Antonio,466,471,456,NA,NA,937
SAT,2015,Young Women's Leadership Academy,Bexar County,San Antonio,491,484,485,NA,NA,976
SAT,2015,South San Antonio H S,Bexar County,San Antonio,427,420,398,NA,NA,847
SAT,2015,Somerset H S,Bexar County,San Antonio,423,406,381,NA,NA,829
SAT,2015,Lee H S,Bexar County,San Antonio,488,486,463,NA,NA,974
SAT,2015,Macarthur H S,Bexar County,San Antonio,498,494,468,NA,NA,992
SAT,2015,Churchill H S,Bexar County,San Antonio,513,518,497,NA,NA,1031
SAT,2015,Roosevelt H S,Bexar County,San Antonio,465,457,430,NA,NA,922
SAT,2015,Madison H S,Bexar County,San Antonio,472,471,449,NA,NA,943
SAT,2015,Reagan H S,Bexar County,San Antonio,553,539,515,NA,NA,1092
SAT,2015,Academy Of Creative Ed,Bexar County,San Antonio,504,526,453,NA,NA,1030
SAT,2015,International School Of America,Bexar County,San Antonio,536,553,535,NA,NA,1089
SAT,2015,Johnson H S,Bexar County,San Antonio,539,524,507,NA,NA,1064
SAT,2015,East Central H S,Bexar County,San Antonio,464,450,421,NA,NA,914
SAT,2015,Southwest H S,Bexar County,San Antonio,397,377,367,NA,NA,774
SAT,2015,Southwest Academy,Bexar County,San Antonio,329,327,301,NA,NA,656
SAT,2015,Virginia Allred Stacey Jr/Sr H S,Bexar County,San Antonio,507,525,468,NA,NA,1033
SAT,2015,Robert G Cole Middle/High School,Bexar County,San Antonio,497,493,478,NA,NA,990
SAT,2015,Holmes H S,Bexar County,San Antonio,440,433,411,NA,NA,872
SAT,2015,Jay H S,Bexar County,San Antonio,492,474,443,NA,NA,966
SAT,2015,Marshall H S,Bexar County,San Antonio,487,474,450,NA,NA,961
SAT,2015,Clark H S,Bexar County,San Antonio,518,509,491,NA,NA,1027
SAT,2015,Health Careers H S,Bexar County,San Antonio,580,556,539,NA,NA,1136
SAT,2015,Taft H S,Bexar County,San Antonio,486,485,464,NA,NA,971
SAT,2015,Alternative H S,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,Chavez Excel Academy,Bexar County,San Antonio,NA,NA,NA,NA,NA,NA
SAT,2015,O'Connor H S,Bexar County,San Antonio,512,499,473,NA,NA,1011
SAT,2015,Warren H S,Bexar County,San Antonio,487,473,454,NA,NA,960
SAT,2015,Stevens H S,Bexar County,San Antonio,447,442,424,NA,NA,889
SAT,2015,Brandeis H S,Bexar County,San Antonio,509,501,478,NA,NA,1010
SAT,2015,Brennan H S,Bexar County,San Antonio,472,471,443,NA,NA,942
SAT,2015,Judson H S,Bexar County,San Antonio,440,429,414,NA,NA,869
SAT,2015,Judson Learning Acad,Bexar County,San Antonio,445,420,398,NA,NA,865
SAT,2015,Karen Wagner H S,Bexar County,San Antonio,399,383,370,NA,NA,782
SAT,2015,Judson Early College Academy,Bexar County,San Antonio,526,525,493,NA,NA,1051
SAT,2015,Southside H S,Bexar County,San Antonio,408,375,353,NA,NA,783
SAT,2015,Lyndon B Johnson H S,Blanco County,Austin,477,482,454,NA,NA,958
SAT,2015,Blanco H S,Blanco County,Austin,483,483,441,NA,NA,965
SAT,2015,Clifton H S,Bosque County,Waco,509,503,470,NA,NA,1012
SAT,2015,Meridian H S,Bosque County,Waco,478,456,469,NA,NA,934
SAT,2015,Morgan School,Bosque County,Waco,400,400,403,NA,NA,800
SAT,2015,Valley Mills H S,Bosque County,Waco,433,456,427,NA,NA,888
SAT,2015,Walnut Springs School,Bosque County,Waco,515,490,455,NA,NA,1005
SAT,2015,Iredell School,Bosque County,Waco,478,454,439,NA,NA,931
SAT,2015,Kopperl School,Bosque County,Waco,467,467,448,NA,NA,933
SAT,2015,Cranfills Gap School,Bosque County,Waco,497,460,463,NA,NA,957
SAT,2015,Dekalb H S,Bowie County,Mt Pleasant,580,580,530,NA,NA,1160
SAT,2015,Maud School,Bowie County,Mt Pleasant,NA,NA,NA,NA,NA,NA
SAT,2015,New Boston H S,Bowie County,Mt Pleasant,580,567,543,NA,NA,1147
SAT,2015,Redwater H S,Bowie County,Mt Pleasant,645,650,575,NA,NA,1295
SAT,2015,Texas H S,Bowie County,Mt Pleasant,516,525,514,NA,NA,1040
SAT,2015,Liberty-Eylau H S,Bowie County,Mt Pleasant,480,450,400,NA,NA,930
SAT,2015,Pleasant Grove H S,Bowie County,Mt Pleasant,660,543,513,NA,NA,1203
SAT,2015,Alvin H S,Brazoria County,Houston,500,486,458,NA,NA,986
SAT,2015,Manvel H S,Brazoria County,Houston,483,466,448,NA,NA,949
SAT,2015,Assets,Brazoria County,Houston,385,390,415,NA,NA,775
SAT,2015,Angleton H S,Brazoria County,Houston,471,461,443,NA,NA,932
SAT,2015,Danbury H S,Brazoria County,Houston,493,460,439,NA,NA,953
SAT,2015,Brazosport H S,Brazoria County,Houston,430,409,398,NA,NA,840
SAT,2015,Brazoswood H S,Brazoria County,Houston,528,513,475,NA,NA,1041
SAT,2015,Sweeny H S,Brazoria County,Houston,497,486,452,NA,NA,983
SAT,2015,Columbia H S,Brazoria County,Houston,458,450,418,NA,NA,908
SAT,2015,Pearland H S,Brazoria County,Houston,529,515,493,NA,NA,1045
SAT,2015,Glenda Dawson H S,Brazoria County,Houston,546,530,515,NA,NA,1075
SAT,2015,Robert Turner College And Career H,Brazoria County,Houston,504,510,495,NA,NA,1014
SAT,2015,A & M Cons H S,Brazos County,Huntsville,567,542,510,NA,NA,1109
SAT,2015,Center For Alternative Learning,Brazos County,Huntsville,NA,NA,NA,NA,NA,NA
SAT,2015,College Station H S,Brazos County,Huntsville,538,511,495,NA,NA,1049
SAT,2015,Travis B Bryan H S,Brazos County,Huntsville,475,469,441,NA,NA,944
SAT,2015,James Earl Rudder H S,Brazos County,Huntsville,458,432,406,NA,NA,890
SAT,2015,Bryan Collegiate H S,Brazos County,Huntsville,519,483,466,NA,NA,1002
SAT,2015,Alpine H S,Brewster County,Midland,497,503,479,NA,NA,1e3
SAT,2015,Marathon Independent School Dist,Brewster County,Midland,475,470,340,NA,NA,945
SAT,2015,Silverton School,Briscoe County,Amarillo,527,457,483,NA,NA,983
SAT,2015,Falfurrias H S,Brooks County,Corpus Christi,NA,NA,NA,NA,NA,NA
SAT,2015,Bangs H S,Brown County,San Angelo,500,493,493,NA,NA,993
SAT,2015,Brownwood H S,Brown County,San Angelo,468,453,438,NA,NA,922
SAT,2015,Blanket School,Brown County,San Angelo,NA,NA,NA,NA,NA,NA
SAT,2015,May H S,Brown County,San Angelo,517,507,453,NA,NA,1023
SAT,2015,Zephyr School,Brown County,San Angelo,560,475,465,NA,NA,1035
SAT,2015,Brookesmith School,Brown County,San Angelo,440,465,405,NA,NA,905
SAT,2015,Early H S,Brown County,San Angelo,535,528,497,NA,NA,1063
SAT,2015,Caldwell H S,Burleson County,Huntsville,500,483,461,NA,NA,983
SAT,2015,Somerville H S,Burleson County,Huntsville,418,431,387,NA,NA,849
SAT,2015,Snook Secondary,Burleson County,Huntsville,546,511,475,NA,NA,1057
SAT,2015,Burnet H S,Burnet County,Austin,463,455,426,NA,NA,918
SAT,2015,Quest,Burnet County,Austin,403,488,425,NA,NA,890
SAT,2015,Marble Falls H S,Burnet County,Austin,501,493,462,NA,NA,994
SAT,2015,Falls Career H S,Burnet County,Austin,473,437,407,NA,NA,910
SAT,2015,Lockhart H S,Caldwell County,Austin,435,425,405,NA,NA,859
SAT,2015,Luling H S,Caldwell County,Austin,454,444,414,NA,NA,898
SAT,2015,Prairie Lea School,Caldwell County,Austin,460,457,411,NA,NA,917
SAT,2015,Calhoun H S,Calhoun County,Victoria,507,488,462,NA,NA,995
SAT,2015,Cross Plains H S,Callahan County,Abilene,NA,NA,NA,NA,NA,NA
SAT,2015,Clyde H S,Callahan County,Abilene,478,467,457,NA,NA,945
SAT,2015,Eula H S,Callahan County,Abilene,445,500,433,NA,NA,945
SAT,2015,Mathematics And Science Academy,Cameron County,Edinburg,564,537,525,NA,NA,1101
SAT,2015,Hanna H S,Cameron County,Edinburg,441,424,412,NA,NA,865
SAT,2015,Porter H S,Cameron County,Edinburg,415,399,385,NA,NA,814
SAT,2015,Pace H S,Cameron County,Edinburg,412,397,391,NA,NA,810
SAT,2015,Rivera H S,Cameron County,Edinburg,420,406,399,NA,NA,825
SAT,2015,Lopez H S,Cameron County,Edinburg,414,392,380,NA,NA,806
SAT,2015,Brownsville Early College H S,Cameron County,Edinburg,497,474,447,NA,NA,971
SAT,2015,Veterans Memorial H S,Cameron County,Edinburg,443,440,427,NA,NA,884
SAT,2015,Harlingen H S,Cameron County,Edinburg,447,438,410,NA,NA,884
SAT,2015,Harlingen H S - South,Cameron County,Edinburg,465,455,435,NA,NA,920
SAT,2015,Early College H S,Cameron County,Edinburg,492,514,478,NA,NA,1006
SAT,2015,La Feria H S,Cameron County,Edinburg,462,464,436,NA,NA,925
SAT,2015,Los Fresnos H S,Cameron County,Edinburg,463,432,416,NA,NA,895
SAT,2015,Port Isabel H S,Cameron County,Edinburg,455,426,407,NA,NA,881
SAT,2015,Rio Hondo H S,Cameron County,Edinburg,437,408,395,NA,NA,844
SAT,2015,San Benito H S,Cameron County,Edinburg,436,420,400,NA,NA,856
SAT,2015,Santa Maria H S,Cameron County,Edinburg,388,344,363,NA,NA,732
SAT,2015,South Texas Business Education & T,Cameron County,Edinburg,483,474,465,NA,NA,957
SAT,2015,South Texas Academy For Medical Pr,Cameron County,Edinburg,485,478,460,NA,NA,963
SAT,2015,South Texas H S For Health Profess,Cameron County,Edinburg,525,509,502,NA,NA,1033
SAT,2015,The Science Academy Of South Texas,Cameron County,Edinburg,616,566,554,NA,NA,1181
SAT,2015,Pittsburg H S,Camp County,Mt Pleasant,459,452,448,NA,NA,911
SAT,2015,White Deer H S,Carson County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2015,Atlanta H S,Cass County,Mt Pleasant,485,510,488,NA,NA,995
SAT,2015,Avinger School,Cass County,Mt Pleasant,NA,NA,NA,NA,NA,NA
SAT,2015,Hughes Springs H S,Cass County,Mt Pleasant,540,595,560,NA,NA,1135
SAT,2015,Linden-Kildare H S,Cass County,Mt Pleasant,NA,NA,NA,NA,NA,NA
SAT,2015,Queen City H S,Cass County,Mt Pleasant,547,520,519,NA,NA,1067
SAT,2015,Dimmitt H S,Castro County,Amarillo,560,623,527,NA,NA,1183
SAT,2015,Anahuac H S,Chambers County,Houston,465,429,429,NA,NA,894
SAT,2015,Barbers Hill H S,Chambers County,Houston,529,509,487,NA,NA,1038
SAT,2015,East Chambers H S,Chambers County,Beaumont,447,463,430,NA,NA,910
SAT,2015,Alto H S,Cherokee County,Kilgore,460,441,427,NA,NA,901
SAT,2015,Jacksonville H S,Cherokee County,Kilgore,513,533,497,NA,NA,1047
SAT,2015,Rusk H S,Cherokee County,Kilgore,514,517,482,NA,NA,1031
SAT,2015,New Summerfield School,Cherokee County,Kilgore,520,547,510,NA,NA,1067
SAT,2015,Wells H S,Cherokee County,Kilgore,422,425,398,NA,NA,847
SAT,2015,Childress H S,Childress County,Amarillo,NA,NA,NA,NA,NA,NA
SAT,2015,Henrietta H S,Clay County,Wichita Falls,504,500,470,NA,NA,1004
SAT,2015,Petrolia Junior High/High School,Clay County,Wichita Falls,467,477,427,NA,NA,943
SAT,2015,Bellevue School,Clay County,Wichita Falls,480,486,403,NA,NA,966
SAT,2015,Morton School,Cochran County,Lubbock,NA,NA,NA,NA,NA,NA
SAT,2015,Whiteface H S,Cochran County,Lubbock,493,467,461,NA,NA,960
SAT,2015,Robert Lee H S,Coke County,San Angelo,NA,NA,NA,NA,NA,NA
SAT,2015,Coleman H S,Coleman County,San Angelo,520,537,520,NA,NA,1057
SAT,2015,Santa Anna Secondary,Coleman County,San Angelo,390,443,413,NA,NA,833
SAT,2015,Panther Creek School,Coleman County,San Angelo,NA,NA,NA,NA,NA,NA
SAT,2015,Allen H S,Collin County,Richardson,567,546,517,NA,NA,1113
SAT,2015,Anna H S,Collin County,Richardson,496,495,464,NA,NA,990
SAT,2015,Celina H S,Collin County,Richardson,543,545,501,NA,NA,1088
SAT,2015,Farmersville H S,Collin County,Richardson,474,459,458,NA,NA,933
SAT,2015,Frisco H S,Collin County,Richardson,551,529,510,NA,NA,1081
SAT,2015,Centennial H S,Collin County,Richardson,576,547,529,NA,NA,1123
SAT,2015,Wakeland H S,Collin County,Richardson,547,534,514,NA,NA,1081
SAT,2015,Liberty H S,Collin County,Richardson,573,548,539,NA,NA,1121
SAT,2015,Heritage H S,Collin County,Richardson,532,518,503,NA,NA,1050
SAT,2015,Lone Star H S,Collin County,Richardson,510,505,480,NA,NA,1014
SAT,2015,Independence H S,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2015,McKinney H S,Collin County,Richardson,539,521,501,NA,NA,1059
SAT,2015,McKinney North H S,Collin County,Richardson,526,514,483,NA,NA,1040
SAT,2015,Serenity High,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2015,McKinney Boyd H S,Collin County,Richardson,550,538,513,NA,NA,1088
SAT,2015,Melissa H S,Collin County,Richardson,537,530,502,NA,NA,1068
SAT,2015,Plano Sr H S,Collin County,Richardson,582,549,526,NA,NA,1131
SAT,2015,Williams H S,Collin County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2015,Vines H S,Collin County,Richardson,609,590,516,NA,NA,1199
SAT,2015,Clark H S,Collin County,Richardson,621,571,551,NA,NA,1193
SAT,2015,Plano East Sr H S,Collin County,Richardson,579,545,518,NA,NA,1124
SAT,2015,Shepton H S,Collin County,Richardson,660,658,617,NA,NA,1318
SAT,2015,Jasper H S,Collin County,Richardson,673,660,640,NA,NA,1333
SAT,2015,Plano West Senior H S,Collin County,Richardson,617,575,562,NA,NA,1192
SAT,2015,C A McMillen H S,Collin County,Richardson,560,490,453,NA,NA,1050
SAT,2015,Princeton H S,Collin County,Richardson,473,471,444,NA,NA,943
SAT,2015,Prosper H S,Collin County,Richardson,548,517,497,NA,NA,1064
SAT,2015,Wylie H S,Collin County,Richardson,513,499,473,NA,NA,1012
SAT,2015,Wylie East H S,Collin County,Richardson,502,487,456,NA,NA,988
SAT,2015,Achieve Academy,Collin County,Richardson,300,360,335,NA,NA,660
SAT,2015,Blue Ridge H S,Collin County,Richardson,528,538,504,NA,NA,1066
SAT,2015,Community H S,Collin County,Richardson,468,455,449,NA,NA,923
SAT,2015,Lovejoy H S,Collin County,Richardson,584,552,524,NA,NA,1136
SAT,2015,Lovejoy Daep,Collin County,Richardson,530,470,450,NA,NA,1e3
SAT,2015,Wellington H S,Collingsworth County,Amarillo,480,435,420,NA,NA,915
SAT,2015,Columbus H S,Colorado County,Victoria,476,454,436,NA,NA,930
SAT,2015,Rice H S,Colorado County,Victoria,498,467,418,NA,NA,965
SAT,2015,Weimar H S,Colorado County,Victoria,489,470,440,NA,NA,958
SAT,2015,Trinity Charter School,Comal County,Austin,395,385,455,NA,NA,780
SAT,2015,New Braunfels H S,Comal County,Austin,513,510,478,NA,NA,1023
SAT,2015,Canyon H S,Comal County,Austin,510,489,462,NA,NA,999
SAT,2015,Smithson Valley H S,Comal County,Austin,515,513,487,NA,NA,1028
SAT,2015,Canyon Lake H S,Comal County,Austin,486,484,458,NA,NA,971
SAT,2015,Memorial Early College H S With St,Comal County,Austin,522,519,499,NA,NA,1040
SAT,2015,Comanche H S,Comanche County,Abilene,467,482,448,NA,NA,949
SAT,2015,De Leon H S,Comanche County,Abilene,490,480,487,NA,NA,970
SAT,2015,Gustine School,Comanche County,Abilene,464,408,416,NA,NA,872
SAT,2015,Sidney School,Comanche County,Abilene,NA,NA,NA,NA,NA,NA
SAT,2015,Paint Rock School,Concho County,San Angelo,480,595,505,NA,NA,1075
SAT,2015,Gainesville H S,Cooke County,Fort Worth,488,455,437,NA,NA,943
SAT,2015,Muenster H S,Cooke County,Fort Worth,552,525,496,NA,NA,1077
SAT,2015,Valley View H S,Cooke County,Fort Worth,486,490,446,NA,NA,976
SAT,2015,Callisburg H S,Cooke County,Fort Worth,475,471,451,NA,NA,947
SAT,2015,Era School,Cooke County,Fort Worth,508,506,504,NA,NA,1014
SAT,2015,Lindsay H S,Cooke County,Fort Worth,539,493,487,NA,NA,1033
SAT,2015,Gatesville H S,Coryell County,Waco,515,525,477,NA,NA,1039
SAT,2015,Oglesby School,Coryell County,Waco,489,490,446,NA,NA,979
SAT,2015,Jonesboro School,Coryell County,Waco,510,487,450,NA,NA,997
SAT,2015,Copperas Cove H S,Coryell County,Waco,482,475,451,NA,NA,957
SAT,2015,Crossroads H S,Coryell County,Waco,430,433,397,NA,NA,863
SAT,2015,Crane High School,Crane County,Midland,505,415,410,NA,NA,920
SAT,2015,Ozona H S,Crockett County,San Angelo,407,458,465,NA,NA,865
SAT,2015,Ralls H S,Crosby County,Lubbock,478,440,416,NA,NA,918
SAT,2015,Dalhart H S,Dallam County,Amarillo,512,502,505,NA,NA,1013
SAT,2015,Pegasus Charter H S,Dallas County,Richardson,404,412,389,NA,NA,815
SAT,2015,Uplift Education-North Hills Prep,Dallas County,Richardson,613,585,587,NA,NA,1198
SAT,2015,Dallas Can Academy Charter,Dallas County,Richardson,NA,NA,NA,NA,NA,NA
SAT,2015,Dallas Can Academy Charter-Oak Cli,Dallas County,Richardson,364,375,377,NA,NA,738
SAT,2015,Dallas Can Academy At Carrollton-F,Dallas County,Richardson,390,335,360,NA,NA,725
SAT,2015,Dallas Can Academy At Pleasant Gro,Dallas County,Richardson,358,335,333,NA,NA,693
SAT,2015,Dallas Can Academy - Grant East,Dallas County,Richardson,375,405,345,NA,NA,780
SAT,2015,Austin Can Academy,Dallas County,Richardson,380,343,363,NA,NA,723
SAT,2015,Houston Can Academy - North,Dallas County,Richardson,389,383,379,NA,NA,772
SAT,2015,Houston Can Academy - Hobby,Dallas County,Richardson,313,346,306,NA,NA,659
SAT,2015,San Antonio Can Academy,Dallas County,Richardson,412,393,351,NA,NA,805
SAT,2015,Advantage Academy,Dallas County,Richardson,419,399,399,NA,NA,818
SAT,2015,Life School Oak Cliff,Dallas County,Richardson,413,403,386,NA,NA,816
SAT,2015,Life School Red Oak,Dallas County,Richardson,455,462,437,NA,NA,917
SAT,2015,Universal Academy,Dallas County,Richardson,440,437,408,NA,NA,877
SAT,2015,Faith Family Academy Of Oak Cliff,Dallas County,Richardson,405,378,369,NA,NA,782
SAT,2015,Focus Learning Academy,Dallas County,Richardson,384,390,356,NA,NA,774
SAT,2015,Winfree Academy Charter School (Ir,Dallas County,Richardson,485,435,405,NA,NA,920
SAT,2015,Winfree Academy Charter School (Le,Dallas County,Richardson,468,535,485,NA,NA,1003
SAT,2015,Winfree Academy Charter School (Ri,Dallas County,Richardson,490,495,480,NA,NA,985
SAT,2015,Winfree Academy Charter School - G,Dallas County,Richardson,428,415,403,NA,NA,843
