test,year,school,county,city,math,reading,writing,english,science,total
ACT,2013,Leveretts Chapel H S,Rusk County,Kilgore,NA,NA,NA,16.8,17.7,19.2
ACT,2013,Mt Enterprise H S,Rusk County,Kilgore,NA,NA,NA,20,18.2,19.8
ACT,2013,Overton H S,Rusk County,Kilgore,NA,19,NA,18.7,19,19.3
ACT,2013,Tatum H S,Rusk County,Kilgore,NA,NA,NA,18.3,19.9,19.6
ACT,2013,Carlisle School,Rusk County,Kilgore,NA,NA,NA,16.6,20.1,18.7
ACT,2013,West Rusk H S,Rusk County,Kilgore,NA,NA,NA,17.9,20.1,19.5
ACT,2013,Hemphill H S,Sabine County,Kilgore,NA,NA,NA,19.3,21,20.6
ACT,2013,West Sabine H S,Sabine County,Kilgore,NA,NA,NA,20.9,19.1,20.9
ACT,2013,San Augustine H S,San Augustine County,Kilgore,NA,16,NA,15,16.6,16.5
ACT,2013,Broaddus H S,San Augustine County,Kilgore,NA,NA,NA,16.1,17.8,17.9
ACT,2013,Coldspring-Oakhurst High School,San Jacinto County,Huntsville,NA,20,NA,17.4,19.7,19
